company,total_complaints
XX/XX/23 - {$37.00} late payment fee applied which we believe is violating the Fair Credit Billing Act on disputed charges.,0
Gemini requested me proof of no access to XXXX XXXX system and I sent proof of no access dated XX/XX/2023 showing the system didnt allow me to access the System. Then Gemini answered me that I actually needed to proof that I didnt have access after XX/XX/2023,0
The final merchant XXXX XXXX XXXX in XXXX XXXX,0
I had a credit card with usaa that ended up becoming delinquent and added to my credit report.,0
It was confirmed the payment was received XX/XX/XXXX via a phone call XX/XX/XXXX. I was then informed that I would have to wait until the XXXX for them to apply the money to my account.,0
The Claim number with Wells Fargo is XXXX,0
"XXXX statement : The \\\" Amount to avoid Standard and Deferred Interest '' is XXXX. Special financing due by XX/XX/XXXX is XXXX. XXXX paid XXXX and an additional XXXX",0
The scenario is as follows. I made two purchases for the same dollar amount from the same merchant XXXX. Both charges are for the same item in different sizes. I returned BOTH and have 2 separate receipts for each item returned where the merchant promised me a refund.,0
( I might add that the worst part of this ordeal is how Amex completely disregards me as a customer dragging this on for months and not even communicating with me. Rather they just close the case after several weeks of no communication with a generic response often robotic ).,0
They then made a purchase at XXXX {$5800.00},0
I believe that the charges imposed on my account end with ( last XXXX digit XXXX ) are unjustified and not reflective of the responsible financial behavior I have maintained. The interest charges and late fee are not only excessive but also seem to contradict the principles of fair banking practices and customer relations. As a loyal customer who values transparency and integrity,0
The issue continues with this company and they apparently are not cooperative with simply removing my address from their marketing database. I have made multiple requests for them to stop sending marketing material,0
Please do not reply to this automated email.,0
Meaning I was provided the information that parts for repair does not accept returns? That information is not true,0
I REMOVED him from the account XX/XX/XXXX XXXX,0
I notified CitiCards of the issue and they advised that it was ok. Eventully I got the funds back and my account was brought up to date a short time later.,0
I then chatted with the online rep who told me to call again. I said I have tried and they can not do anything.,0
I contacted Citi via phone on XX/XX/XXXX,0
. I paid all monies that I've ever spent back to jpmc,0
They are very quick to close the claim - response received XX/XX/23,0
I called XXXX XXXX and I complained about the astringent and rough feeling on the roof of the XXXX and the suggested I come to their office for adjustments. They also suggest they use any eraser on the top of a pencil to rub the roof off the XXXX,0
Now I need to know whom should I contact about the unfair practice of this credit card company? I thought you would be the one but got disappointed.,0
I kindly request that you conduct an investigation into these reported late payments and provide supporting evidence in the form of statements indicating the specific instances of lateness. In the event that concrete proof can not be furnished,0
My nightmare was just starting I called the customer service number to inquire as to why the package was returned after the US Post office had missed the deadline I had paid for. I waited for close to 2 hours for a human being to pick up the phone and when someone finally did,0
Now that I can not pay my account online,0
In summary,0
I have tried to keep my credit usage under the recommended 30 % of my outstanding available credit and in so doing this is one of the cards I have not used as it is at a higher rate than some of my others. But I certainly felt secure and appreciated that this card with a built up {$7500.00} credit limit,0
The below information is what I found.,0
Without Prejudice.,0
This unfortunate experience has compelled me to question the professionalism and reliability of Barclays Bank and GAP Credit Card. It is the first time I have encountered fraud,0
AGAIN IN XX/XX/2023 I HAD NOT RECEIVED A STATEMENT AND CALLED AGAIN AND PAID OFF ACCOUNT BALANCE AND CLOSED ACCOUNT AS I AM XXXX XXXX  OF AGE AND PAY MY BILLS BY STATEMENT AND NOT TO FAMILIAR WITH THE COMPUTERS. THERE IS A BALANCE XXXX INTEREST WHICH I WILL NOT PAY.,0
3 ) We have followed all the rules for assistance with the account and getting this corrected. Several areas have not been following through on your end and violated many XXXX act protections. Is this once and for all corrected and cleared in FULL for both of us?,0
